"analog_libid","analog_name","drug_ccmsid","analog_mgf_scan","chemical_source","cleanup_name","broad_pert_iname","Kine_FDA_drug_class","Kine_broad_disease_area","Kine_broad_indication","Kine_broad_moa","inchikey"
"CCMSLIB00012724668","related spectra of 'MLS001333745-01!13292-46-1 (Delta Mass:-56.027)'","CCMSLIB00000085828",2308,"Drug_suspect","rifampicin","rifampin","rifamycin antibacterial","infectious disease","tuberculosis|meningitis","RNA polymerase inhibitor","JQXXHWHPUNPDRT-WLSIYKJHSA-N"
"CCMSLIB00012724669","related spectra of 'MLS001333745-01!13292-46-1 (Delta Mass:-42.01)'","CCMSLIB00000085828",2309,"Drug_suspect","rifampicin","rifampin","rifamycin antibacterial","infectious disease","tuberculosis|meningitis","RNA polymerase inhibitor","JQXXHWHPUNPDRT-WLSIYKJHSA-N"
"CCMSLIB00012724670","related spectra of 'MLS001333745-01!13292-46-1 (Delta Mass:-14.016)'","CCMSLIB00000085828",2310,"Drug_suspect","rifampicin","rifampin","rifamycin antibacterial","infectious disease","tuberculosis|meningitis","RNA polymerase inhibitor","JQXXHWHPUNPDRT-WLSIYKJHSA-N"
"CCMSLIB00012724671","related spectra of 'MLS001333745-01!13292-46-1 (Delta Mass:15.995)'","CCMSLIB00000085828",2311,"Drug_suspect","rifampicin","rifampin","rifamycin antibacterial","infectious disease","tuberculosis|meningitis","RNA polymerase inhibitor","JQXXHWHPUNPDRT-WLSIYKJHSA-N"
"CCMSLIB00012724672","related spectra of 'MLS001361394-01!111470-99-6 (Delta Mass:15.995)'","CCMSLIB00000085674",2312,"Drug_suspect","amlodipine","amlodipine","dihydropyridine calcium channel blocker","cardiology","hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD)","calcium channel blocker","HTIQEAQVCYTUBX-UHFFFAOYSA-N"
"CCMSLIB00012724673","related spectra of 'MLS001401408-01!ESCITALOPRAM OXALATE (Delta Mass:-14.016)'","CCMSLIB00000085257",2313,"Drug_suspect","escitalopram","citalopram","selective serotonin reuptake inhibitor (SSRI)","neurology/psychiatry","depression","selective serotonin reuptake inhibitor (SSRI)","WSEQXVZVJXJVFP-FQEVSTJZSA-N"
"CCMSLIB00012724674","related spectra of 'MLS001401453-01!ZOLPIDEM TARTRATE (Delta Mass:15.995)'","CCMSLIB00000085387",2314,"Drug_suspect","zolpidem","no_match","gamma-aminobutyric acid (GABA)-ergic agonist","neurology/psychiatry","insomnia","GABA-A receptor agonist","ZAFYATHCZYHLPB-UHFFFAOYSA-N"
"CCMSLIB00012724675","related spectra of 'MLS001401453-01!ZOLPIDEM TARTRATE (Delta Mass:29.974)'","CCMSLIB00000085387",2315,"Drug_suspect","zolpidem","no_match","gamma-aminobutyric acid (GABA)-ergic agonist","neurology/psychiatry","insomnia","GABA-A receptor agonist","ZAFYATHCZYHLPB-UHFFFAOYSA-N"
"CCMSLIB00012724676","related spectra of 'MLS002153815-01! (Delta Mass:-28.031)'","CCMSLIB00000085940",2316,"Drug_suspect","cyclobenzaprine","cyclobenzaprine","muscle relaxant","neurology/psychiatry","muscle spasms","adrenergic receptor agonist|serotonin receptor agonist","JURKNVYFZMSNLP-UHFFFAOYSA-N"
"CCMSLIB00012724677","related spectra of 'MLS002153855-01!Norcyclobenzaprine303-50-4 (Delta Mass:-14.016)'","CCMSLIB00000085637",2317,"Drug_suspect","Norcyclobenzaprine","norcyclobenzaprine","muscle relaxant","neurology/psychiatry","muscle spasms","adrenergic receptor agonist|serotonin receptor agonist","XECQQDXTQRYYBH-UHFFFAOYSA-N"
"CCMSLIB00012724678","related spectra of 'MLS002222270-01! (Delta Mass:15.995)'","CCMSLIB00000085168",2318,"Drug_suspect","mesoridazine","mesoridazine","phenothiazine","neurology/psychiatry","schizophrenia","dopamine receptor antagonist","SLVMESMUVMCQIY-UHFFFAOYSA-N"
"CCMSLIB00012724679","related spectra of 'MMV688775 (Delta Mass:176.032)'","CCMSLIB00004722095",2319,"Drug_suspect","rifampicin","rifampin","rifamycin antibacterial","infectious disease","tuberculosis|meningitis","RNA polymerase inhibitor","JQXXHWHPUNPDRT-MTOCILLGSA-N"
"CCMSLIB00012724680","related spectra of 'Maraviroc (Delta Mass:15.995)'","CCMSLIB00000004788|CCMSLIB00000004789|CCMSLIB00000004790|CCMSLIB00000004791|CCMSLIB00000004792|CCMSLIB00000004793|CCMSLIB00000004794|CCMSLIB00000004795|CCMSLIB00000004796|CCMSLIB00000078380|CCMSLIB00000078381|CCMSLIB00010143857|CCMSLIB00010143858|CCMSLIB00010143859|CCMSLIB00010143860|CCMSLIB00010143861",2320,"Drug_suspect","maraviroc|Maraviroc","maraviroc","CCR5 co-receptor antagonist","infectious disease","human immunodeficiency virus (HIV-1)","CC chemokine receptor antagonist","GSNHKUDZZFZSJB-HLMSNRGBSA-N|GSNHKUDZZFZSJB-QYOOZWMWSA-N"
"CCMSLIB00012724681","related spectra of 'Maraviroc (Delta Mass:21.984)'","CCMSLIB00000004788|CCMSLIB00000004789|CCMSLIB00000004790|CCMSLIB00000004791|CCMSLIB00000004792|CCMSLIB00000004793|CCMSLIB00000004794|CCMSLIB00000004795|CCMSLIB00000004796|CCMSLIB00000078380|CCMSLIB00000078381|CCMSLIB00010143857|CCMSLIB00010143858|CCMSLIB00010143859|CCMSLIB00010143860|CCMSLIB00010143861",2321,"Drug_suspect","maraviroc|Maraviroc","maraviroc","CCR5 co-receptor antagonist","infectious disease","human immunodeficiency virus (HIV-1)","CC chemokine receptor antagonist","GSNHKUDZZFZSJB-HLMSNRGBSA-N|GSNHKUDZZFZSJB-QYOOZWMWSA-N"
"CCMSLIB00012724682","related spectra of 'Massbank: Acepromazine (Delta Mass:2.016)'","CCMSLIB00000205981|CCMSLIB00000205982|CCMSLIB00000205983|CCMSLIB00000205984|CCMSLIB00000205985|CCMSLIB00005771245|CCMSLIB00005771293|CCMSLIB00005771381|CCMSLIB00005771527|CCMSLIB00005771591",2322,"Drug_suspect","acepromazine","acepromazine","phenothiazine|veterinary","neurology/psychiatry","sedative","dopamine receptor antagonist","NA|NOSIYYJFMPDDSA-UHFFFAOYSA-N"
"CCMSLIB00012724683","related spectra of 'Massbank: Acepromazine (Delta Mass:15.995)'","CCMSLIB00000205981|CCMSLIB00000205982|CCMSLIB00000205983|CCMSLIB00000205984|CCMSLIB00000205985|CCMSLIB00005771245|CCMSLIB00005771293|CCMSLIB00005771381|CCMSLIB00005771527|CCMSLIB00005771591",2323,"Drug_suspect","acepromazine","acepromazine","phenothiazine|veterinary","neurology/psychiatry","sedative","dopamine receptor antagonist","NA|NOSIYYJFMPDDSA-UHFFFAOYSA-N"
"CCMSLIB00012724684","related spectra of 'Massbank: Ampicillin (Delta Mass:12.0)'","CCMSLIB00000206021|CCMSLIB00000206022|CCMSLIB00000206023|CCMSLIB00000206024|CCMSLIB00000206025|CCMSLIB00005771186|CCMSLIB00005771194|CCMSLIB00005771246|CCMSLIB00005771257|CCMSLIB00005771279",2324,"Drug_suspect","ampicillin","ampicillin","penicillin class antibacterial","infectious disease","respiratory tract infections|meningitis|bacterial septicemia|endocarditis|urinary tract infections|gastrointestinal infections","bacterial cell wall synthesis inhibitor","AVKUERGKIZMTKX-UHFFFAOYSA-N"
"CCMSLIB00012724685","related spectra of 'Massbank: Oxaprozin (Delta Mass:14.016)'","CCMSLIB00000206287|CCMSLIB00000206288|CCMSLIB00000206289|CCMSLIB00000206290|CCMSLIB00000206291|CCMSLIB00005771152|CCMSLIB00005771221|CCMSLIB00005771348|CCMSLIB00005771476|CCMSLIB00005771579",2325,"Drug_suspect","oxaprozin","oxaprozin","nonsteroidal anti-inflammatory drug","rheumatology|neurology/psychiatry","osteoarthritis|rheumatoid arthritis","cyclooxygenase inhibitor","OFPXSFXSNFPTHF-UHFFFAOYSA-N"
"CCMSLIB00012724686","related spectra of 'Massbank: Prednisolone (Delta Mass:-18.011)'","CCMSLIB00000206327|CCMSLIB00000206328|CCMSLIB00000206329|CCMSLIB00000206330|CCMSLIB00000206331|CCMSLIB00005771167|CCMSLIB00005771178|CCMSLIB00005771361|CCMSLIB00005771416|CCMSLIB00005771567",2326,"Drug_suspect","prednisolone","prednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","OIGNJSKKLXVSLS-UHFFFAOYSA-N"
"CCMSLIB00012724687","related spectra of 'Massbank: Prednisolone (Delta Mass:-15.995)'","CCMSLIB00000206327|CCMSLIB00000206328|CCMSLIB00000206329|CCMSLIB00000206330|CCMSLIB00000206331|CCMSLIB00005771167|CCMSLIB00005771178|CCMSLIB00005771361|CCMSLIB00005771416|CCMSLIB00005771567",2327,"Drug_suspect","prednisolone","prednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","OIGNJSKKLXVSLS-UHFFFAOYSA-N"
"CCMSLIB00012724688","related spectra of 'Massbank: Prednisolone (Delta Mass:-14.016)'","CCMSLIB00000206327|CCMSLIB00000206328|CCMSLIB00000206329|CCMSLIB00000206330|CCMSLIB00000206331|CCMSLIB00005771167|CCMSLIB00005771178|CCMSLIB00005771361|CCMSLIB00005771416|CCMSLIB00005771567",2328,"Drug_suspect","prednisolone","prednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","OIGNJSKKLXVSLS-UHFFFAOYSA-N"
"CCMSLIB00012724689","related spectra of 'Massbank: Prednisolone (Delta Mass:2.016)'","CCMSLIB00000206327|CCMSLIB00000206328|CCMSLIB00000206329|CCMSLIB00000206330|CCMSLIB00000206331|CCMSLIB00005771167|CCMSLIB00005771178|CCMSLIB00005771361|CCMSLIB00005771416|CCMSLIB00005771567",2329,"Drug_suspect","prednisolone","prednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","OIGNJSKKLXVSLS-UHFFFAOYSA-N"
"CCMSLIB00012724690","related spectra of 'Massbank: Prednisolone (Delta Mass:79.957)'","CCMSLIB00000206327|CCMSLIB00000206328|CCMSLIB00000206329|CCMSLIB00000206330|CCMSLIB00000206331|CCMSLIB00005771167|CCMSLIB00005771178|CCMSLIB00005771361|CCMSLIB00005771416|CCMSLIB00005771567",2330,"Drug_suspect","prednisolone","prednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","OIGNJSKKLXVSLS-UHFFFAOYSA-N"
"CCMSLIB00012724691","related spectra of 'Massbank: Streptomycin (Delta Mass:18.01)'","CCMSLIB00000206377|CCMSLIB00000206378|CCMSLIB00000206379|CCMSLIB00000206380|CCMSLIB00000206381|CCMSLIB00005771106|CCMSLIB00005771137|CCMSLIB00005771154|CCMSLIB00005771303|CCMSLIB00005771334",2331,"Drug_suspect","streptomycin","streptomycin","aminoglycoside antibacterial","infectious disease","tuberculosis|gram-negative bacterial infections","bacterial 30S ribosomal subunit inhibitor","NA|UCSJYZPVAKXKNQ-UHFFFAOYSA-N"
"CCMSLIB00012724693","related spectra of 'Massbank:AU100802 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:27.995)'","CCMSLIB00005775958",2333,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012724694","related spectra of 'Massbank:AU100803 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:27.995)'","CCMSLIB00005774974",2334,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012724695","related spectra of 'Massbank:AU100806 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:-1.98)'","CCMSLIB00005776263",2335,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012724696","related spectra of 'Massbank:AU100806 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:0.984)'","CCMSLIB00005776263",2336,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012724697","related spectra of 'Massbank:AU100806 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:1.003)'","CCMSLIB00005776263",2337,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012724698","related spectra of 'Massbank:AU100806 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:1.993)'","CCMSLIB00005776263",2338,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012724699","related spectra of 'Massbank:AU100806 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:2.004)'","CCMSLIB00005776263",2339,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012724700","related spectra of 'Massbank:AU100806 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:21.984)'","CCMSLIB00005776263",2340,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012724701","related spectra of 'Massbank:AU100806 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:27.995)'","CCMSLIB00005776263",2341,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012724702","related spectra of 'Massbank:AU100806 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide (Delta Mass:162.053)'","CCMSLIB00005776263",2342,"Drug_suspect|Background/QAQC","sulfamethazine","sulfamethazine","sulfonamide antimicrobial","infectious disease","gram-negative bacterial infections|gram-positive bacterial infections","PABA antagonist","ASWVTGNCAZCNNR-UHFFFAOYSA-N"
"CCMSLIB00012724703","related spectra of 'Massbank:AU101702 Sulfamethizole|4-amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzenesulfonamide (Delta Mass:27.995)'","CCMSLIB00005774906",2343,"Drug_suspect|Background/QAQC","sulfamethizole","sulfamethizole","sulfonamide antimicrobial","infectious disease","urinary tract infections","bacterial antifolate","VACCAVUAMIDAGB-UHFFFAOYSA-N"
"CCMSLIB00012724704","related spectra of 'Massbank:AU101702 Sulfamethizole|4-amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzenesulfonamide (Delta Mass:43.043)'","CCMSLIB00005774906",2344,"Drug_suspect|Background/QAQC","sulfamethizole","sulfamethizole","sulfonamide antimicrobial","infectious disease","urinary tract infections","bacterial antifolate","VACCAVUAMIDAGB-UHFFFAOYSA-N"
"CCMSLIB00012724705","related spectra of 'Massbank:AU105301 Clarithromycin|(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-y (Delta Mass:-17.026)'","CCMSLIB00005777178",2345,"Drug_suspect","clarithromycin","clarithromycin","macrolide antimicrobial","infectious disease","pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis","bacterial 50S ribosomal subunit inhibitor","AGOYDEPGAOXOCK-KCBOHYOISA-N"
"CCMSLIB00012724706","related spectra of 'Massbank:AU105301 Clarithromycin|(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-y (Delta Mass:1.993)'","CCMSLIB00005777178",2346,"Drug_suspect","clarithromycin","clarithromycin","macrolide antimicrobial","infectious disease","pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis","bacterial 50S ribosomal subunit inhibitor","AGOYDEPGAOXOCK-KCBOHYOISA-N"
"CCMSLIB00012724707","related spectra of 'Massbank:AU105301 Clarithromycin|(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-y (Delta Mass:14.016)'","CCMSLIB00005777178",2347,"Drug_suspect","clarithromycin","clarithromycin","macrolide antimicrobial","infectious disease","pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis","bacterial 50S ribosomal subunit inhibitor","AGOYDEPGAOXOCK-KCBOHYOISA-N"
"CCMSLIB00012724708","related spectra of 'Massbank:AU105301 Clarithromycin|(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-y (Delta Mass:15.958)'","CCMSLIB00005777178",2348,"Drug_suspect","clarithromycin","clarithromycin","macrolide antimicrobial","infectious disease","pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis","bacterial 50S ribosomal subunit inhibitor","AGOYDEPGAOXOCK-KCBOHYOISA-N"
"CCMSLIB00012724709","related spectra of 'Massbank:AU105301 Clarithromycin|(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-y (Delta Mass:15.995)'","CCMSLIB00005777178",2349,"Drug_suspect","clarithromycin","clarithromycin","macrolide antimicrobial","infectious disease","pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis","bacterial 50S ribosomal subunit inhibitor","AGOYDEPGAOXOCK-KCBOHYOISA-N"
"CCMSLIB00012724710","related spectra of 'Massbank:AU105308 Clarithromycin|(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-y (Delta Mass:-14.016)'","CCMSLIB00005776726",2350,"Drug_suspect","clarithromycin","clarithromycin","macrolide antimicrobial","infectious disease","pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis","bacterial 50S ribosomal subunit inhibitor","AGOYDEPGAOXOCK-KCBOHYOISA-N"
"CCMSLIB00012724711","related spectra of 'Massbank:AU105308 Clarithromycin|(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-y (Delta Mass:15.995)'","CCMSLIB00005776726",2351,"Drug_suspect","clarithromycin","clarithromycin","macrolide antimicrobial","infectious disease","pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis","bacterial 50S ribosomal subunit inhibitor","AGOYDEPGAOXOCK-KCBOHYOISA-N"
"CCMSLIB00012724712","related spectra of 'Massbank:AU105310 Clarithromycin|(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-y (Delta Mass:15.995)'","CCMSLIB00005777146",2352,"Drug_suspect","clarithromycin","clarithromycin","macrolide antimicrobial","infectious disease","pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis","bacterial 50S ribosomal subunit inhibitor","AGOYDEPGAOXOCK-KCBOHYOISA-N"
"CCMSLIB00012724713","related spectra of 'Massbank:AU105406 Erythromycin|(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2- (Delta Mass:-14.016)'","CCMSLIB00005772340",2353,"Drug_suspect","erythromycin","erythromycin","macrolide antimicrobial","infectious disease","listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma","protein synthesis inhibition by binding to 50S ribosomal subunit","ULGZDMOVFRHVEP-RWJQBGPGSA-N"
